close_time,antusd,btcusd,dashusd,dgbusd,eosusd,ethusd,funusd,iotausd,kmdusd,lrcusd,lskusd,manausd,mgousd,miotausd,neousd,omgusd,qtumusd,repusd,scusd,sntusd,trxusd,usdtusd,vetusd,xlmusd,xmrusd,xvgusd,zecusd,zenusd,zrxusd
2019-03-01,0.0,4674.233523076923,3811.841,0.011000000000000001,3.52585,3108.4853169999997,0.0039,0.28859,1.05,0.065,0.0,0.04233,0.15085,15000.0,7.7017999999999995,1.3259999999999998,5001.388906666666,12.620000000000001,0.002,0.020434,0.024085000000000002,1.0051333333333334,0.0047453999999999994,0.08524766666666667,48.187,0.006240600000000001,51.23975,5.81,0.25060733333333335
2019-03-02,0.0,4688.61603076923,3828.82525,0.0125045,3.492,3121.6280770000003,0.0039104,0.3,1.0390000000000001,0.0,0.0,0.045,0.147,15065.8,9.1587,1.3523,5023.357726666666,12.589,0.0,0.020781,0.0235335,1.0063666666666666,0.00471,0.08593333333333332,48.745,0.006314500000000001,51.9955,5.5,0.2497375
2019-03-03,0.0,4667.235892307692,3764.9847499999996,0.011997500000000001,3.51597557,3068.795923332,0.0038957,0.2979,0.935,0.055253,1.21,0.04111,0.15244000000000002,14810.545,8.8999,1.3006,4938.23822,12.4555,0.002,0.020328,0.0230875,1.0057333333333334,0.0045688000000000005,0.08443866666666666,49.0295,0.0060011000000000005,51.2905,5.63,0.24460333333333337
2019-03-04,0.0,4650.760261538461,2971.5550000000003,0.012,3.5355999999999996,3010.5323000000003,0.003969100000000001,0.28833000000000003,0.92,0.055,0.0,0.0,0.1433,14528.906,8.8,1.2591,4844.338376666667,12.9625,0.002,0.019651,0.02245,1.0028666666666666,0.0045041000000000005,0.08864366666666668,49.213499999999996,0.007054,50.213499999999996,5.41,0.24082666666666666
2019-03-05,0.0,4509.041729230769,3562.21075,0.010286,3.2578500000000004,2903.337912,0.0041,0.27803,0.853,0.053523,1.17,0.040277,0.12875,14013.0,8.3547,1.1941,4672.308033333334,12.497,0.002,0.019472,0.0231005,1.0043,0.0042053,0.07987325,47.486999999999995,0.0063655000000000005,48.33775,5.191,0.22787133333333331
2019-03-06,0.0,4728.993898461538,3852.5952499999994,0.0119,3.7881,3141.6757000000002,0.0041661,0.28736,0.895,0.0,1.13,0.0447,0.12000999999999999,15161.0,8.9351,1.253,5055.048266666667,12.4295,0.0,0.019986,0.0236745,1.0053333333333334,0.0045092,0.08642100000000001,49.5655,0.006321,50.415499999999994,5.242999999999999,0.238483
2019-03-07,0.0,4741.293076923077,3883.154,0.0119,3.76745,3164.9912999999997,0.00415,0.28653,0.94,0.0562,0.0,0.04539,0.11829,15280.305,8.8999,1.2691,5094.8114633333325,12.503,0.002,0.020101,0.0238745,1.0045333333333335,0.0044488999999999996,0.08572999999999999,50.045,0.0062,50.08175,5.233,0.24550233333333335
2019-03-08,0.0,4744.413423076923,3861.6747499999997,0.0119,3.79096812,3149.2497959999996,0.0040869999999999995,0.2845,1.042,0.057025,0.0,0.041544,0.11938,15198.928999999998,9.3827,1.2637,5067.7090733333325,12.777000000000001,0.003,0.020706,0.022167333333333334,1.0044333333333333,0.0045896,0.08604333333333332,50.316,0.006248699999999999,50.179750000000006,5.879,0.24002733333333334
2019-03-09,0.45993,4698.159892307693,3749.3605000000002,0.0119255,3.6228,3058.6939150000007,0.004074800000000001,0.2806,0.9,0.0,0.0,0.0442,0.1145,14758.541000000001,8.95,1.274,4920.926710000001,12.479,0.002,0.020471,0.0223965,1.0028666666666666,0.0045128,0.08671866666666665,51.446666666666665,0.006868300000000001,48.94125,5.45,0.23657966666666666
2019-03-10,0.0,4811.451010403077,3865.1995,0.013000000000000001,3.7775,3486.73671,0.0041224,0.28645,0.951,0.0649,1.35,0.04612,0.11578,15210.2,9.1416,1.385,5071.53031,12.952,0.002,0.021713999999999997,0.023111,1.0023,0.004945199999999999,0.09088233333333334,49.906,0.0067075,51.348,0.0,0.25284266666666666
