"","BTC","ETH","XRP","USDT","BCH","BSV","LTC","EOS","BNB","XTZ","LINK","XLM","XMR","ADA","HT","TRX","USDC","DASH","CRO","ETC","NEO","MIOTA","XEM","ZEC","INO","MKR","ONT","PAX","DOGE","BAT","VET","BTG","TUSD","LSK","DCR","QTUM","INB","THR","ZB","ZRX","CNX","KCS","REP","WAVES","BCD","PZM","XIN","RVN","SNX","OMG","MCO","NANO","ENJ","THETA","CENNZ","BTM","HOT","ABBC","DGB","KMD","SEELE","MOF","KBC","ICX","KNC","MONA","STEEM","DX","XET","NEXO","SC","DGD","SNT","ZEN","BTS","HC","BCN","NRG","XVG","IOST","ZIL","BCZERO","REN","GNT","BNK","EURS","ARDR","AE","XZC","ELF","QNT","GXC","MANA","PLC","NPXS","ECOREAL","STRAT","MAID","RLC","CRPT","RCN","ETN","DGTX","ELA","DTR","TOMO","SAI","ADK","CSC","LA","ETP","ENG","CCC","EKT","ICON","WICC","LRC","TRUE.","AION","QBIT","ARK","RDD","BZ","DRG","DCN","TNT","DIVI","VEST","BRD","ILC","FUN","NAS","VERI","IGNIS","WAN","NULS","BNT","LOKI","PPT","IOTX","YOU","EDC","XMX","R","FTM","WINK"
"CNX",0.42197151698307,0.352708557243114,0.291298493671332,0.099270197583283,0.356369768972625,0.298851706990426,0.341258552153403,0.350434109203518,0.271786220827864,0.191412035636725,0.125540865409737,0.24949954841985,0.332292221091944,0.306174969167533,0.223636703678081,0.316623633035697,0.0136040378283964,0.356020003172146,0.109832710431265,0.282065102048298,0.278813725923071,0.260186765070507,0.262603284025976,0.321430534206359,0.170189269809215,0.268747692271465,0.28063166007118,-0.0431502035484346,0.212764167985332,0.176866873750637,0.234295089426574,0.301891777673278,0.0215384066685511,0.267175220340576,0.316214897222898,0.317861175623613,-0.045979304852899,0.0289671857511821,0.158607025663061,0.23522516004393,1,0.241425056251848,0.231019535858183,0.245544261646178,0.296874003566491,0.0676411750664853,0.240101632702381,0.171983761154731,0.214448557119516,0.303936054682042,0.279137344459462,0.287366528042494,0.12709237876947,0.132111444173699,0.148622595441407,0.25124859129672,0.184778157078055,0.159327037833818,0.266469414557195,0.180147957923165,0.107283672067994,0.0402510059057532,0.141217377338075,0.22084084347586,0.203998848261807,0.131282192341143,0.220555031417788,0.159513057885174,0.206912236078032,0.205244292448506,0.316840469661763,0.209222212937222,0.260178050004342,0.240386980290184,0.310647893462628,0.203690823960101,0.195281957558849,0.161913561391066,0.233955028438732,0.266267246034652,0.278106105332919,0.327951734548027,0.19828585445481,0.246025513435449,0.236484735530991,0.0956209160632915,0.204380665230048,0.319149356525407,0.220246488802485,0.267566420990172,0.197275722634557,0.230612576516033,0.208819032429688,0.0799627012921171,0.188801773975087,0.0888113060870688,0.24534080057724,0.273730721441972,0.277282952219638,0.206103610422088,0.102980681490494,0.257586674868147,0.124546420297622,0.229975639500014,0.13234777784052,0.133868500130831,-0.00258665443729748,0.0893417522394416,0.0728896326551173,0.150661166247656,0.102244882880226,0.18559470575885,0.0446989794296456,0.125576169250016,0.00143394813016905,0.222187632238911,0.196125478277539,0.229126046622756,0.246603482416977,0.317306948653333,0.193668835557733,0.231664173117179,0.122827004044899,0.113104809886575,0.142685492778894,0.18896647468319,0.147772318921711,0.28920941665366,0.210097161363104,0.0742076841197744,0.258459121387021,0.223925674338608,0.174261459192102,0.129058515348091,0.211925234321471,0.201122751700227,0.319069765674641,0.164681042636604,0.323460170761307,0.198553489016797,0.0420840317365775,0.157416944946805,0.0968064805672555,0.102862950390984,0.192932633456782,0.00293443808271775
"KCS",0.483312031333255,0.519573290073128,0.437718480704628,0.113895172450781,0.43906482256198,0.363426041509368,0.44190103393415,0.468791299415925,0.449591461029189,0.321048385459175,0.23795359574094,0.414176657939436,0.491312268397709,0.455084574088553,0.445964319543251,0.393088904507869,0.0207242729220159,0.463732821314141,0.205786673059105,0.488901440465178,0.466562473945055,0.449979140609697,0.458767564014047,0.475623302451839,0.132286139594076,0.417891603348646,0.447316662642145,-0.00476533265518654,0.342732927605058,0.401517422770769,0.340978161581309,0.413137735596874,-0.0270654250777208,0.404133116809989,0.390188406447126,0.461981888007686,-0.10387808044162,0.0430507806617163,0.359730203350199,0.375817680001631,0.241425056251848,1,0.291258006408853,0.315539561698603,0.421156799642062,0.0831293819835037,0.274404215785852,0.331812890943086,0.245408205150188,0.49358315713057,0.362018504620949,0.357652383309639,0.182412302470169,0.199233139645366,0.161884244371767,0.395295588568349,0.271610178038403,0.0629770761994363,0.38896407236608,0.334325281214953,0.216336085006564,0.0979706901615076,0.235396877551308,0.328843347109004,0.330225139860507,0.167397037386881,0.355120974507726,0.256730399517087,0.121094286130794,0.342791290540817,0.429663146685754,0.342400727253594,0.431790375918903,0.234505120378313,0.484575346651008,0.371098183105215,0.262351177118275,0.242064504276011,0.370860824915029,0.41500783387279,0.431984173649532,0.162091086991485,0.281623442904636,0.463108724727974,0.334556910406194,0.0681070386808016,0.465303691714364,0.430815879135845,0.390492415877759,0.40409521789017,0.344881367867772,0.347276915670765,0.312481618406433,0.0328049158363207,0.368399798398412,0.112612628909985,0.377735235392108,0.346987017816042,0.295711416867032,0.329000529461856,0.182676110649896,0.384149996114355,0.249978551331918,0.428679348648331,0.14700637953648,0.30369729072253,0.118225764230922,0.0803961337071642,0.142300908727183,0.133711897997791,0.172015075325281,0.361486252402258,0.166215264675791,0.0458003240183619,0.0106687126592888,0.292818222003598,0.289148892916605,0.327937719468635,0.360252498589977,0.46069487307729,0.407826000196348,0.270867343422372,0.194464867011001,0.160420810402124,0.102781242360818,0.234129383879588,0.226512834047796,0.245988031435461,0.29170403926685,0.0580616969407019,0.32962588770292,0.36588818326953,0.229966076132969,0.297006571976277,0.306358212744571,0.380099607965542,0.48084604705162,0.168339444622761,0.319036978307441,0.278327046916419,0.174661441526297,0.244800622720492,0.107739986003577,0.237279410282613,0.329163087582989,0.0566120773359079
"REP",0.510050745986135,0.576136323933549,0.491571264476129,0.157865967259597,0.521044056188716,0.392727691337586,0.543914118814923,0.538784740459208,0.505139659099706,0.342599536131201,0.267772146772065,0.507961358147541,0.52399366196121,0.569426365767627,0.357647684645978,0.516787319610982,0.0981550708699561,0.514766520760004,0.0868506597904681,0.503349755235197,0.532243685462797,0.476443834620308,0.449508157848155,0.535766425286318,0.160896971325111,0.455455857686302,0.452715483735749,0.00458666384790283,0.426933211733602,0.363988211124887,0.373892081431894,0.477144057291052,0.00943342228822244,0.467124691250628,0.447526602323243,0.497960616549832,0.0299067644780141,-0.0176914951294213,0.313464734885947,0.46890639207715,0.231019535858183,0.291258006408853,1,0.265570603566707,0.442289151701141,0.00989258439861718,0.296503889364258,0.338671634192273,0.180110827668476,0.511971075152223,0.43590684396436,0.453606640431685,0.254465861628295,0.289063739252596,0.152789335546492,0.420455899548581,0.37076595340431,0.148147828200083,0.461339705078045,0.414537294363818,0.147015736697861,0.112934701583637,0.142144041836676,0.447428773462436,0.366538190527182,0.160233867072598,0.532070104329893,0.194512474766138,0.103316311660622,0.397239332141986,0.51026565882207,0.449474922001715,0.628152230455849,0.321882381910322,0.556384901300775,0.328155957586426,0.253382027521997,0.184750737408435,0.439405380037504,0.407368138197675,0.479967689803543,0.0420800995485764,0.350500777976734,0.498095247226541,0.237687493255196,0.0908518619870217,0.450092737228885,0.574086994610796,0.424574315059313,0.485148253161731,0.258039426660816,0.337118807154976,0.394442922347673,-0.0190630507118231,0.428600489231752,0.123570691176724,0.486830342790727,0.342814955940796,0.276959462848274,0.278093530294228,0.23901890908467,0.352164932167038,0.168851555420056,0.360125849552578,0.237308303278978,0.302434153943294,0.0313141184226078,0.128711175407892,0.166351301375983,0.265175113043754,0.152242316232026,0.357625539088434,0.203954216952523,0.217902948749467,0.0315442087139594,0.321817958224995,0.438447148819395,0.303360911794199,0.411595388410766,0.476211407744217,0.433011299423241,0.330692739117719,0.175495058131958,0.133845283790975,0.0845267426477805,0.202486209146684,0.135926290288408,0.253567943635419,0.362637063609805,0.0619821947135687,0.382941598633108,0.426405559458204,0.318825349341267,0.316116584551637,0.356677273241527,0.363537082182502,0.527325564774909,0.234214658222298,0.347535768956455,0.382693797966286,0.14216582246079,0.206960319038456,0.220477363993088,0.318118916000466,0.338047974323752,0.0664166854251717
"WAVES",0.486288191450015,0.506810989567677,0.487019398455804,0.103228895426361,0.495668162559502,0.330342478002709,0.466084655749026,0.524769847341732,0.351065780597048,0.362191383704293,0.256641938777268,0.488099210014645,0.534352055938409,0.528911566514605,0.351664891587074,0.474940438211414,-0.0333797056057082,0.481064221633895,0.130797512168589,0.493122722095165,0.470384992020112,0.420513585041237,0.425252210857204,0.506918390470776,0.138328262643917,0.410247340190356,0.446383074142826,-0.127046650903885,0.344749100710901,0.318288325638024,0.423811618888368,0.47200703674621,-0.0862984029044535,0.357344914350225,0.409188219926048,0.516213083545747,-0.145321600688346,0.0908212028745737,0.200267063432368,0.407300583619035,0.245544261646178,0.315539561698603,0.265570603566707,1,0.400380532538252,0.0941694225338801,0.359328957415392,0.346678675559816,0.184195675873979,0.514750802116392,0.403405475028387,0.459669288689555,0.32144111959256,0.330711262293722,0.194751333944786,0.424524871863284,0.303989491359214,0.166819461884129,0.417575158528749,0.409326921041323,0.212099783654406,-0.000525167558445849,0.0798117527581066,0.422686921107259,0.40335910714054,0.152013004989472,0.462553151113636,0.31937129943489,0.193580790103539,0.323916090971604,0.443667735041749,0.290949219786203,0.455665641537972,0.323592233579357,0.493854442892996,0.386815391176806,0.293229296981597,0.241399570710511,0.488396737713458,0.435422295359769,0.426065899183831,0.183507594156511,0.215471234055555,0.463643677943178,0.238154958715974,0.0868881123661005,0.467266476011992,0.457260813369914,0.411469720920364,0.407577792583657,0.332977410736313,0.382586828291142,0.389269361016693,0.0346779252119353,0.375659377219014,0.0864829580258189,0.517113863448046,0.370205708899388,0.326880307333182,0.296029793634545,0.176911493823893,0.33903490550599,0.19317048570896,0.448147193002892,0.195987514445476,0.388081600173233,0.115013348867628,0.0955712878519102,0.153293706601797,0.225393112258612,0.116568289134593,0.389139632769035,0.122879638805333,0.217815274034152,0.0751292500219117,0.388756905041271,0.414770210831357,0.357567936893051,0.396214273260495,0.417476205860329,0.375474793170802,0.377815308603832,0.158568555919942,0.204801780156218,0.15277651657905,0.199649902104976,0.197222249304744,0.237569199128924,0.284778742101002,0.105086222043173,0.386001077504387,0.43836174112331,0.28535671944799,0.231387153430079,0.478579875817936,0.437831828530836,0.507755201880441,0.219385654117894,0.398787800993173,0.364333869443747,0.0879647076995759,0.175681158347772,0.088225721166065,0.202760610703441,0.344068285514506,0.0384657132345052
"BCD",0.603171087292244,0.641511529284639,0.618689794179534,0.0769142657637597,0.635880934977922,0.568444232581602,0.613943541623075,0.639747379243834,0.50525953214192,0.391515133171716,0.285800408968548,0.575402254315751,0.56549940169875,0.621580180682584,0.388215651198178,0.554109458858092,-0.0167259244490518,0.620141488542065,0.193848939529184,0.585816030361424,0.61948703499308,0.576795020107422,0.542908236105237,0.612274051592342,0.188652817869524,0.515968575328822,0.600927784531825,-0.0791386712171143,0.56116813989806,0.40453677178493,0.480158106519293,0.621853957881352,-0.0640690717618897,0.511114577096232,0.515233245175801,0.584438680981558,-0.0525446171244546,0.0450181371363486,0.311867047529423,0.488881052657975,0.296874003566491,0.421156799642062,0.442289151701141,0.400380532538252,1,0.0638577317311393,0.391774831729238,0.326907100400767,0.237163077042712,0.604289521994883,0.465683089573201,0.5454689114768,0.277021965128605,0.3938905433171,0.237063971951766,0.52763771252705,0.403341209686884,0.181339592636817,0.510236568492428,0.420455393714835,0.201559703360145,0.0382841674645937,0.126182262995609,0.420583417040021,0.420816905305863,0.222806927751778,0.514327553841176,0.353281948097372,0.172874101613811,0.444897515802745,0.523654729013186,0.41466525919864,0.568061736349839,0.339245562486095,0.618100875598644,0.484078930345057,0.369323511543473,0.22788286893757,0.496897322237754,0.550309682231774,0.532360651720346,0.133246367836838,0.344677159043281,0.555461620919832,0.316766383201612,0.123554040648513,0.532187442885556,0.584765739699201,0.51333039843031,0.524774841707918,0.285798862172939,0.432148917151993,0.440261356251792,0.00548618054557186,0.466952774360549,0.247489847822929,0.517254717399268,0.362376456142024,0.379497006967677,0.351219876128625,0.220643406005451,0.431661567655851,0.258937099720581,0.527745616190331,0.229733455595843,0.348094624008239,0.0530126468295595,0.0862332641908155,0.152517452776514,0.202670767596967,0.148069656414453,0.423493149791449,0.14882042949934,0.176736732761354,0.0213968849529714,0.467206839051286,0.394485142975053,0.341177792537167,0.48954358407016,0.556813261615431,0.452573482836949,0.392719347761934,0.177157174992619,0.204421700899592,0.178480664925799,0.290326820163531,0.221574788505693,0.27170956742061,0.32515539217033,0.0545787154979462,0.47795694784193,0.535272127035511,0.388713186931808,0.338465922426366,0.412141537705393,0.448770746517631,0.605842594479382,0.278258991684981,0.418979211348443,0.482626948420629,0.111671789681614,0.0977513142615405,0.155045571822548,0.280404887430308,0.344838939151713,0.0464303008127536
"PZM",0.0990791934708262,0.116117479643088,0.11271057918035,0.149097065801485,0.0689976545050898,0.0567796648934131,0.102997366681455,0.113731118701618,0.068806722596158,0.0738819640250611,0.103723782538451,0.0575724284149003,0.125830134143436,0.124586005949234,0.163554876800907,0.134150255724457,0.0210564401713066,0.136021807030802,0.054156902359976,0.0985850481558236,0.130587960342958,0.0965372014266502,0.122644868640284,0.113826691661191,0.0485702051597081,0.127966194747238,0.0989550473650449,0.00463023826942362,0.10068792079399,0.0820715768647501,0.0954825072425118,0.106059846022475,-0.0104331923273162,0.0551029704532672,0.108918220434799,0.130066499646879,-0.055642362310094,0.0287643519974398,0.110540769741713,0.112400712531045,0.0676411750664853,0.0831293819835037,0.00989258439861718,0.0941694225338801,0.0638577317311393,1,0.191325683381778,0.143380222495797,0.0588400687825936,0.13634910103011,0.067248237404737,0.0756869704026458,0.147164135025082,0.141722274126631,0.064311717884984,0.0978006014046038,0.0345553129033819,0.0351470504591953,0.138569811603411,0.113070504441479,0.0760953653050166,0.0301092387273052,0.0943719634996557,0.145151639607652,0.172265472293556,0.0816565209654439,0.127205961119146,0.0586340261313585,0.0354103703783781,0.0610689778756482,0.111590094611644,0.0536393117015652,0.142630251377496,0.0608078888024147,0.116272394619359,0.118813529955689,-0.00244136974351123,0.146234604466805,0.13417868299638,0.0994863913839382,0.102529568647105,0.060497778942199,0.0750830214641106,0.172862993105323,0.090604086562744,0.0639422607202734,0.0562706658173631,0.0566808352086475,0.0756131495248419,0.115339725699412,0.10057670430779,0.0995623770215549,0.0456105581600566,0.06931608234872,0.0315105460916718,-0.0596141059794003,0.128252649247136,0.0699645857081581,0.0791021903273115,0.0856446582703394,0.0648589626366829,0.0389372107503904,-0.00885642128134923,0.136711095641273,0.0553796007688576,0.110979465475243,0.111494737751806,0.0733683288478921,0.0807294969292505,0.0552351044552619,0.0922204325285361,0.107649536206583,-0.0591386036391911,-0.0181047854708559,0.057627492713979,0.0972553843125749,0.130425968446039,0.0816143662997852,0.133125625062987,0.139425419052518,0.127814304532998,0.104413408086032,-0.0315015128738762,0.0245035849206101,0.0168011866240037,0.0914700000367259,0.0760576275000517,-0.044340268609057,0.0642401040163407,0.039745518301443,0.0784595609706471,0.132871008574506,0.0379283736609909,0.0176293336735713,0.148453496020013,0.161096228606345,0.107207710669918,0.0292598767223323,0.0586487582632282,0.109401454735803,0.0525597701586557,0.0638927833937444,0.0674374110472911,0.0180846066781087,0.0873972969123025,0.0174111978779367
"XIN",0.533643108860199,0.556841316107879,0.464332489332168,0.152958558771316,0.54178344048568,0.299837510071778,0.527244327875544,0.595910031892846,0.417186338597474,0.357011832715626,0.276774839829619,0.415182721100428,0.4936247706536,0.518264760257599,0.395998472792447,0.445541944062256,0.0265397427660902,0.516649692658147,0.121615387800597,0.429381220894657,0.489183231756925,0.463514153694814,0.393220531060802,0.488373264890108,0.197964148468153,0.453320218690656,0.432068554992107,0.0204250127430116,0.402472322494737,0.326547718051094,0.41472409183899,0.481131972826856,0.042560194657774,0.371749478848299,0.410125515174909,0.464951869511691,-0.0292999228206228,0.0165962854742003,0.273305114834896,0.402969300820963,0.240101632702381,0.274404215785852,0.296503889364258,0.359328957415392,0.391774831729238,0.191325683381778,1,0.264007592952385,0.215321569465636,0.498274751543602,0.39551563965889,0.429761509095902,0.206022132258746,0.256749926647341,0.0978227981551985,0.372855799887587,0.332377560734563,0.207589222371981,0.371436650806734,0.331248875123904,0.15723656401289,0.0713190582184564,0.244682482273152,0.379935668060913,0.268691395398433,0.206592151087219,0.424934415479922,0.305689545994362,0.178071211739631,0.299700076309688,0.406084679917624,0.317693148273176,0.452170772099521,0.345919880247804,0.493039866581618,0.324290869599609,0.223779003279961,0.295112226151927,0.363534873024577,0.418127252032458,0.410572663275596,0.161212264938422,0.252940172775003,0.43306626942083,0.226890124011448,0.148987220695349,0.409163152844267,0.422422481762301,0.380641744269113,0.395775870980202,0.24815355923639,0.274311830742458,0.320489655444111,0.0684710027541306,0.373152479596622,0.0835462967677832,0.375456791832618,0.371247951936935,0.334303792406155,0.280667719488732,0.183345473775873,0.323416681994989,0.160610290820566,0.369679223888387,0.174440300822621,0.296975121329171,0.0343456032178027,0.118306842162634,0.194854608990597,0.243575304465375,0.0898287037952173,0.300992852524087,0.209676882634385,0.270287626940011,0.0630278775854382,0.383617690634437,0.351015244060908,0.281118341097998,0.382731897414397,0.487610404398825,0.347685983084978,0.316124480690868,0.180791635216561,0.140689491055255,0.197052465641247,0.263625350355819,0.211286549302969,0.228860119459889,0.298777115355073,0.0749746999714856,0.371302953668321,0.394491774267035,0.293467146918757,0.24407342555255,0.325655561273903,0.369149084122168,0.473346512912202,0.233739272929426,0.331436403890521,0.366150382760924,0.174640044836259,0.184417660348334,0.149719660374848,0.226789612699612,0.314244260506335,0.00849937884900651
"RVN",0.347925978737183,0.435994378706067,0.435594017689572,0.0739541052389209,0.371745887047288,0.346097807809888,0.43942473540151,0.425267820886752,0.445805421744846,0.351919197327153,0.192073662378609,0.444649503027134,0.449770175895631,0.46967710595458,0.48000138130842,0.461114851424899,0.00162727624088085,0.405147542378502,0.132157225940118,0.449732247873256,0.412905974872487,0.463363754658616,0.401354530726785,0.421571456621069,0.139987991650878,0.363017204338096,0.424100921203971,-0.0533615761202714,0.308921433165855,0.448947804111766,0.423034245188789,0.382291313318779,-0.0744139805884927,0.371134257318569,0.361133827945316,0.433748766904808,0.00827201246291063,0.0288052503370967,0.390555008821706,0.41894336599068,0.171983761154731,0.331812890943086,0.338671634192273,0.346678675559816,0.326907100400767,0.143380222495797,0.264007592952385,1,0.166339085054687,0.455337063603197,0.344190612324106,0.418017006134516,0.27448878482671,0.298291891557135,0.173446066457599,0.353519411795748,0.295020303664373,0.157260357810317,0.404112984364846,0.370348990853023,0.136596799110675,0.068604458739534,0.152991068744116,0.386977666047086,0.376748793995854,0.216091010303343,0.417773850308228,0.298542191019354,0.0174976751352813,0.233319173683707,0.431906423262795,0.30921439981829,0.405948064295442,0.244572067733907,0.453654635628674,0.33986343250628,0.302371175511159,0.274824488824418,0.469741047538684,0.443188075830348,0.454986447557612,0.178001403213717,0.32257699501371,0.47005106574271,0.238960903256479,0.0061151686631375,0.455583017282494,0.412364089336588,0.411838530059729,0.399095469784731,0.161247810645711,0.312057982398276,0.396532313442468,-0.000700343150596096,0.351313083881909,0.0585166044235262,0.44381337570493,0.248155776640587,0.274830708213482,0.209230806303115,0.232833535723777,0.266737243604969,0.182524512437581,0.330930534935383,0.124167583159388,0.302388964483785,0.0420058017817019,0.0736980558041646,0.0496884135469031,0.236642625363129,0.0723115031846528,0.316159270225386,0.180654415373413,0.16073677777286,0.0871773997876256,0.319389596097271,0.415032579433226,0.338415498250887,0.429295686686796,0.395261861038662,0.371786080314083,0.184780586245478,0.168035175055368,0.180136455970028,0.127097824187492,0.240015561053346,0.120453879781724,0.145466490352926,0.280012279663983,-0.0283379884738086,0.391167057807287,0.422320782762198,0.212028766375074,0.255299772308867,0.384116046951236,0.35934109599727,0.437465714943084,0.277993500383987,0.352064392229077,0.351734847903011,0.230497157563967,0.115149343630147,0.147245907777542,0.19709606488477,0.405269571910982,0.0366727474245477
"SNX",0.321857719107126,0.37352305854501,0.356544783687139,0.104074509216043,0.295886372968604,0.163680528794084,0.312885810000663,0.334481432931725,0.25211542846059,0.200405746951175,0.10592880285062,0.284833462868419,0.336835297789806,0.355373939783972,0.16704977779845,0.304402926521949,0.104945156067735,0.337390534356591,0.0655919919817018,0.284415037809368,0.29773374997402,0.310224984441699,0.302434626489832,0.344933063096553,0.142484675304402,0.319423990013467,0.297229265244634,0.0883453803486149,0.266663069542439,0.205321799868405,0.234902584410026,0.265169074099789,0.0786885118257607,0.284524190501732,0.256019125539489,0.299190915286031,-0.0486822041922684,-0.00934698616770005,0.154001739743871,0.299629017558893,0.214448557119516,0.245408205150188,0.180110827668476,0.184195675873979,0.237163077042712,0.0588400687825936,0.215321569465636,0.166339085054687,1,0.325116921042934,0.257324361105621,0.232770663776228,0.0938907021608524,0.118196497017988,0.144992556025805,0.175455920786827,0.32068866764866,0.125260637442308,0.258666847463583,0.240488107610906,0.191640304308594,-0.00478964457622048,0.114558673731903,0.250042073412547,0.201943988260554,0.121874937093145,0.285387124611977,0.129504982960951,0.072437952143102,0.221466244189437,0.266902257649396,0.19148580986942,0.289409457862881,0.149925363802436,0.269675938122926,0.249024332577503,0.20266208001121,0.16190686248001,0.207190105274586,0.238807906629367,0.25504664267081,0.164877353228241,0.195276439480542,0.265918128752911,0.125376170252,0.0547649823943968,0.235338725767882,0.283791183949314,0.235836163335326,0.242853763231954,0.207611852147332,0.21176050120878,0.184662598833819,0.0562215639315129,0.317303342487898,0.10001815720782,0.25218595389729,0.248210351486132,0.196030440016125,0.210002964327653,0.155328842326877,0.222089706715393,0.162616792128466,0.20660602922687,0.0578243141629378,0.186216824535444,0.142740014807207,-0.0589438627487335,0.11506685823303,0.207184605242535,0.077140612012355,0.265426289912945,0.0996779524631604,0.176617276547474,0.0841107748671562,0.229586296804148,0.216223321569084,0.200885095682095,0.217297658806771,0.317620125610986,0.303018452081095,0.16853577389863,0.14470698761972,0.0803088013806244,0.136345724745412,0.17999285961606,0.134035318406262,0.193109332367929,0.183395453267524,0.060221698979632,0.185524649582156,0.294197429162562,0.172270139001452,0.144086275982812,0.225765618586983,0.218030355758581,0.33539369880875,0.0927820706543003,0.243571827565211,0.237426827249837,0.156070326325813,0.131414065535685,0.119299543293401,0.0696800622302031,0.240514132735667,0.0852928136186068
"OMG",0.691922180669201,0.786648239670283,0.731499683617573,0.186430040404237,0.685295153583694,0.556682977630807,0.722348457756992,0.762482258977813,0.569088425476667,0.493883112691191,0.439105213399851,0.695610224851406,0.683282672703289,0.788778677141911,0.485647108038283,0.729204459950084,0.057193793217814,0.738235998892675,0.224961020619264,0.694293163413734,0.773174121416246,0.736271320619329,0.698052494274894,0.720523980320468,0.221882032009337,0.636992232249406,0.715611970112075,-0.00955037853091008,0.545129221007879,0.521603497858931,0.645239398988205,0.6878224762594,0.00566069111216474,0.651309456230543,0.633030408587209,0.826399929740171,-0.0730480261517777,0.0595144235764269,0.402047831875684,0.637264208458132,0.303936054682042,0.49358315713057,0.511971075152223,0.514750802116392,0.604289521994883,0.13634910103011,0.498274751543602,0.455337063603197,0.325116921042934,1,0.601386891638662,0.652741208039202,0.330357318862651,0.413350359819603,0.284206602513942,0.653586096532692,0.463152249677577,0.215885437609157,0.599329324286612,0.517038076261947,0.288321962446139,0.0813654801325421,0.230548825255428,0.54881876661044,0.535907208258071,0.274133042867734,0.64474157321262,0.40754514830487,0.164066857334637,0.449194884114466,0.640753924529643,0.502708017127266,0.712302976737032,0.425547387820708,0.745499813414513,0.634484719860255,0.451469133454996,0.348794103249728,0.635362817017559,0.685746936425613,0.68120674303688,0.157130984355682,0.426176826657833,0.683529602709381,0.376401383692877,0.139357705237208,0.614466489516632,0.705853838794227,0.603844843488508,0.680026660308868,0.348805307311896,0.536489460322678,0.497932679009157,0.0742211694664572,0.568738499977078,0.14848146763055,0.625633363528017,0.445705012821166,0.477744443494318,0.4357882062503,0.275844470821366,0.475366510008438,0.253876195959509,0.627618053375992,0.28099565441865,0.42764320401054,0.0833553975916792,0.131771554121617,0.221556782036488,0.345414357228442,0.205230833237292,0.545570972895164,0.250144003556139,0.22671696115718,0.0677885411235654,0.557084061437895,0.562866165334172,0.465790175809227,0.555541234693752,0.6532475480513,0.548058919399487,0.429778253764293,0.183290795926562,0.231231609993682,0.184011086689921,0.340241399078732,0.221136846969021,0.290003954435249,0.442829615491526,0.0872892943186026,0.525893496445629,0.64649168029416,0.384203025639529,0.369962249188672,0.544758295749336,0.599971968981636,0.767953933203887,0.316377984096658,0.460919747809192,0.546051877666247,0.168574854045091,0.158627718630691,0.224240740643418,0.275581918535112,0.471183540467191,0.0787079013823325
"MCO",0.519885673373211,0.613370185427935,0.518407720185871,0.140240032194878,0.52643784141423,0.418844979862555,0.607332257822388,0.648822035815656,0.484331164704701,0.351691950342087,0.352904662433805,0.492195665023162,0.555359318254846,0.572036093330285,0.376666176487981,0.566175188334389,0.0381476065092453,0.580213400311231,0.273533238319778,0.530327499905619,0.548122890580063,0.533508199244378,0.507785487688798,0.539327704332567,0.20410496659703,0.478391433502244,0.566189735295501,-0.0493060168960241,0.408133980103289,0.469888862558202,0.539423217697021,0.519861863566848,0.0291813160175115,0.458664711288787,0.453870160415909,0.589701482759135,-0.0547809663014632,0.0387519199622242,0.268794880978107,0.472228756788535,0.279137344459462,0.362018504620949,0.43590684396436,0.403405475028387,0.465683089573201,0.067248237404737,0.39551563965889,0.344190612324106,0.257324361105621,0.601386891638662,1,0.511891004248776,0.317986273597916,0.358821073340959,0.222079333296561,0.435086987381922,0.438197627057061,0.145490903547716,0.515873089999548,0.45421588800328,0.233744346847294,0.0488280729995263,0.206278958500543,0.484923942789843,0.442218637281643,0.228976428022876,0.525678828093794,0.320216746121279,0.120002643383148,0.377033392827088,0.520509154363006,0.40945455880225,0.55143425836734,0.358415532591765,0.535878374588597,0.491357872635878,0.287407637098573,0.303461996529315,0.507029730145097,0.472834935220443,0.524726955967084,0.113255751242725,0.355206623684046,0.553056587801051,0.29735195229277,0.16068833506643,0.496791944574425,0.483289438321939,0.484086315548237,0.537910860083496,0.354422020216243,0.410463712326526,0.47481728344685,0.0725717517703608,0.441655503791069,0.109872039842453,0.527109639536516,0.411336723725828,0.385236875199222,0.42924121802931,0.300106896352407,0.363924113772075,0.172964456181972,0.452879445640806,0.232154695858418,0.262981011412201,0.178374568770329,0.124232130939155,0.23187100973501,0.226791122321097,0.130698207653217,0.424721381552955,0.190534232253726,0.227425362247187,0.0116508089614418,0.408425429289079,0.423350941525997,0.34315004210833,0.458676861723047,0.499084177729709,0.447975747692647,0.355114488332484,0.144827067289927,0.0544875799986677,0.23415906657192,0.297134525728572,0.188180805614056,0.297766330901677,0.453798779086836,0.063799680357518,0.484413759078049,0.482359022799877,0.386795987172108,0.315637188712671,0.444815777700574,0.471804257598729,0.58302594376032,0.171514215968627,0.468741232836417,0.412258139458849,0.144409021767594,0.210252239081507,0.0929482407549594,0.253050591429403,0.409531997775175,0.093448637712521
