"","BTC","ETH","XRP","USDT","BCH","BSV","LTC","EOS","BNB","XTZ","LINK","XLM","XMR","ADA","HT","TRX","USDC","DASH","CRO","ETC","NEO","MIOTA","XEM","ZEC","INO","MKR","ONT","PAX","DOGE","BAT","VET","BTG","TUSD","DCR","QTUM","INB","THR","ZB","ZRX","CNX","REP","WAVES","PZM","RVN","SNX","OMG","NANO","CENNZ","HOT","SEELE"
"LINK",0.338816749551091,0.443432282059367,0.407375767937479,0.166537893858914,0.392581558371342,0.236716380743498,0.359465005050791,0.435169442376729,0.309541926583153,0.263608768212907,1,0.386772715388968,0.322689793231474,0.363622809456879,0.3110449957914,0.390477082167597,0.0201249115063315,0.410043819875206,0.147925463883359,0.31413733361491,0.464588902825393,0.392984127781625,0.400553477167639,0.393678046973832,0.0404205479693814,0.324952406071092,0.460882563718935,-0.0315805154083178,0.308437141537468,0.330236677259515,0.490293153225365,0.311329813473084,-0.0799836429912549,0.308879565394527,0.524241626887625,-0.169787130544459,0.341789048732553,0.25915294928446,0.329595295643506,0.113573766360256,0.35750567555539,0.340553464768943,0.204409666558354,0.229098414355554,0.0832500899858436,0.470168675646712,0.396901921011625,0.166487642615387,0.367818638218098,0.288734179588875
"XLM",0.682168261835897,0.829059776257941,0.839570701373005,0.300578077345019,0.756246328559475,0.401473137933336,0.770001872735262,0.765228494753644,0.61132465979505,0.64680583427929,0.386772715388968,1,0.776639632947636,0.86042823630868,0.517059580013799,0.79397958953151,-0.0546076400199723,0.781768946660613,0.134662997824273,0.733698382900389,0.790275086808042,0.797836562633364,0.756288188542769,0.756983121371802,0.250972704043342,0.736187315903368,0.750146432238397,0.0592191483557399,0.642635846522971,0.577107402528769,0.605761010014706,0.590745813947385,-0.0436698577634398,0.668950873173007,0.764310679754279,-0.14806107122139,0.623263515836887,0.432884225706469,0.766173152524415,0.277677956241471,0.723893063180847,0.611325777004978,0.179630107976,0.642294695035967,0.42674483903735,0.766626395634705,0.604296631380741,0.35817056113116,0.553258611968464,0.243060094069253
"XMR",0.748908423506757,0.775615663651973,0.738583495478826,0.434549139976939,0.745631812423809,0.403767944446769,0.744157332824844,0.746438271020725,0.66421305952523,0.591297368747805,0.322689793231474,0.776639632947636,1,0.751265515795494,0.478097466861659,0.76387368128333,-0.0300183642057944,0.813244703651641,0.215797452986805,0.66288296909737,0.744268744146353,0.722105187745164,0.658781709047476,0.736861421587653,0.257420469332807,0.738567069010135,0.727213853506004,0.104138435135,0.654477675610384,0.589303777190007,0.541274554514535,0.63928689025068,-0.0179267730094219,0.707906770187017,0.685529083163246,-0.103308789738537,0.690701761312607,0.479106864874642,0.743564934684817,0.36759011389001,0.751536384993851,0.620575593565425,0.233159403111429,0.555742593081703,0.431340243297654,0.674693357013888,0.610597570174434,0.352400111133249,0.511907245873035,0.210412972975756
"ADA",0.675148222067232,0.839202570606497,0.862390764366792,0.314501253623073,0.779435217837555,0.383904362417688,0.801095023584092,0.82805141423028,0.574227459464966,0.60586174389947,0.363622809456879,0.86042823630868,0.751265515795494,1,0.47604236633355,0.842996249844656,-0.0466122219100281,0.770436892433711,0.176346810483435,0.744544560903899,0.81775161627878,0.834934669047379,0.720378150702948,0.790566844923908,0.23989042749237,0.72847419654364,0.824327591082665,0.0838850790049232,0.621677091551498,0.623883147519123,0.600585966805239,0.626300935492785,-0.0387800772111601,0.639144598237933,0.754919850361949,-0.0880216939636307,0.62421635767778,0.450867137617025,0.780048646239145,0.279371487825965,0.718054883958725,0.610661404796098,0.235924156308407,0.597530417301768,0.422994278346179,0.788175397640207,0.621988329178982,0.309557085419856,0.58985135189612,0.250463781643436
"HT",0.36370367242743,0.426061741130237,0.461720612946761,0.185151455868365,0.376710156082219,0.271691994674583,0.506051886120913,0.431309368889112,0.603178015885372,0.489633731679514,0.3110449957914,0.517059580013799,0.478097466861659,0.47604236633355,1,0.459371663576846,-0.0193845039401089,0.397713077961648,0.122698612380409,0.464181533685837,0.419131068392651,0.451256787299458,0.341117114574797,0.429839738197828,0.180162221741476,0.432193303816518,0.453034956970623,0.0537806730425768,0.409445910261388,0.349835010053987,0.48551577229917,0.390274262936303,-0.0367248846573925,0.478777077348735,0.454002432481373,-0.0188150615721811,0.294794584695782,0.538440093427403,0.563238917755591,0.175339292317477,0.508614825896493,0.38552683981288,0.0443988994189776,0.532164601670464,0.193898179086437,0.491031626816496,0.434778713168262,0.182727163158393,0.377654357726397,0.226728634123021
"TRX",0.664616239447247,0.785679214021987,0.786841079165596,0.311400046584575,0.705136881106307,0.463643035600588,0.751937449866385,0.768072079874188,0.573027682547607,0.566834811576193,0.390477082167597,0.79397958953151,0.76387368128333,0.842996249844656,0.459371663576846,1,0.024731402007462,0.748493033562984,0.173928023135028,0.677485550360685,0.809152240476097,0.780892324498852,0.612953857700424,0.70639358768217,0.196524810364586,0.701061326519789,0.76724510175813,0.0722267565999276,0.613939368287617,0.61520765578547,0.626402843106156,0.593278163972362,0.0131696904120696,0.625046527886847,0.782806982845645,-0.0893029522497194,0.60809173850715,0.448252955773334,0.710734027472551,0.247295383599913,0.71921472904111,0.553576439292192,0.24762180718971,0.615764869166592,0.378718746890626,0.763672082308875,0.612218847531844,0.324883633081895,0.562380925295906,0.236570137816809
"USDC",-0.0418773353492385,-0.0231895750394159,0.000426753488395066,0.0989741734695643,-0.131198278484109,-0.113767786964578,-0.0932825749490234,-0.0132678067964028,0.0316949715129406,0.00834984879501794,0.0201249115063315,-0.0546076400199723,-0.0300183642057944,-0.0466122219100281,-0.0193845039401089,0.024731402007462,1,0.00263169097537401,-0.054036650359098,-0.0233825217618626,-0.0115043277229842,0.0508960703163794,0.0210811555008712,-0.00550077482976874,0.00623701671244664,-0.0534004444779725,0.00391366164771543,0.401149679699042,0.0349027711641146,0.189372614978965,0.00552194918344763,-0.084518594675879,0.425678884023724,-0.0871077334108161,0.0380366817611636,-0.0415092118396174,-0.0581733318778927,0.00674601370627511,-0.0413360131792261,-0.0303730847041068,-0.0613887353555298,-0.101964771897033,0.057479039813309,0.0063237674718881,0.219879987693766,-0.00221403322879628,-0.0137786086294533,-0.130258657453275,0.143215388534657,-0.161559528290191
"DASH",0.810391544215007,0.848965368020102,0.752452154758184,0.393938090803823,0.819014963214839,0.41674792120654,0.763512613880115,0.779518078729867,0.638501131961199,0.583967843694785,0.410043819875206,0.781768946660613,0.813244703651641,0.770436892433711,0.397713077961648,0.748493033562984,0.00263169097537401,1,0.291247103587944,0.709536947450706,0.804356830546662,0.769002644211083,0.702017185456792,0.777001370983132,0.289803771807671,0.77022144427154,0.775537053325836,0.152826044581313,0.649461442601372,0.544811821603829,0.57945217401052,0.656087409079132,0.0443124488016109,0.683055523041498,0.789131551522025,-0.14278935506056,0.762743432571135,0.445310284848555,0.698478976612077,0.427554216925039,0.723893257581491,0.534331257412711,0.221551127814891,0.485253498300876,0.448279406878042,0.754510572024289,0.611316954632089,0.357834809628625,0.546144341551885,0.240577822458066
"CRO",0.326895821604036,0.226740652404991,0.124004738827274,0.183711608759021,0.194719686024939,0.167861089886038,0.260381359076741,0.160164842847837,0.147907326322933,0.3021940078059,0.147925463883359,0.134662997824273,0.215797452986805,0.176346810483435,0.122698612380409,0.173928023135028,-0.054036650359098,0.291247103587944,1,0.250430232022935,0.289762729737144,0.171565025484749,0.194076578709069,0.224418644088934,0.208026603796485,0.305755996819077,0.277579771120336,0.08358220098308,0.121109438922622,0.170123552458907,0.291626275924822,0.261760191848492,0.0032530031484849,0.262746681456737,0.296021518595492,-0.085663402533129,0.278386037557686,-0.0516821928900591,0.177924828961239,0.16446701694457,0.203801186611089,0.148847725674788,0.139535909190456,0.126862866378553,0.1387425595006,0.282669520776213,0.0875038573670161,0.142007308271853,0.231126885689069,0.112646086800745
"ETC",0.628990202182831,0.747079882886571,0.719150547916242,0.3221000375851,0.729730432522219,0.398803635221636,0.703652905811345,0.730196181329671,0.570533384587898,0.584639952833333,0.31413733361491,0.733698382900389,0.66288296909737,0.744544560903899,0.464181533685837,0.677485550360685,-0.0233825217618626,0.709536947450706,0.250430232022935,1,0.696990289882567,0.743322547163361,0.702200924871807,0.666724009086542,0.157908148188291,0.66579997209329,0.700351523419526,0.158882120788886,0.603168208362786,0.532994815575194,0.549033411343447,0.608375563092479,-0.0521490055869408,0.593930366330115,0.684068019593353,-0.192342286374914,0.577184370426338,0.441889245975341,0.68839030582299,0.265781504687713,0.672332741025675,0.541692842102671,0.168378864569658,0.573615720022252,0.340729969427325,0.724104470514734,0.618534021700681,0.363160750182561,0.478760322278021,0.173688507686899
